GEOID,variable,est_2009,est_2019,borough,PUMA,label,concept
3603902,B07001_033,3896,4573,Staten Island,3902,Estimate!!Total:!!Moved within same county:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3603902,B07001_049,1582,2552,Staten Island,3902,Estimate!!Total:!!Moved from different county within same state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3603902,B07001_065,697,827,Staten Island,3902,Estimate!!Total:!!Moved from different state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3603902,B07001_081,571,788,Staten Island,3902,Estimate!!Total:!!Moved from abroad:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3603902,B25010_001,2.76,2.86,Staten Island,3902,Estimate!!Average household size --!!Total:,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3603902,B25010_002,2.9,3,Staten Island,3902,Estimate!!Average household size --!!Total:!!Owner occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3603902,B25010_003,2.4,2.5,Staten Island,3902,Estimate!!Average household size --!!Total:!!Renter occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3603903,B05002_001,173862,171983,Staten Island,3903,Estimate!!Total:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3603903,B05002_003,116258,110725,Staten Island,3903,Estimate!!Total:!!Native:!!Born in state of residence,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3603903,B05002_004,11287,11156,Staten Island,3903,Estimate!!Total:!!Native:!!Born in other state in the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3603903,B05002_009,5305,5584,Staten Island,3903,Estimate!!Total:!!Native:!!Born outside the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3603903,B05002_013,41012,44518,Staten Island,3903,Estimate!!Total:!!Foreign born:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3603903,B07001_001,171237,170138,Staten Island,3903,Estimate!!Total:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3603903,B07001_017,159010,158717,Staten Island,3903,Estimate!!Total:!!Same house 1 year ago:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3603903,B07001_033,7359,6034,Staten Island,3903,Estimate!!Total:!!Moved within same county:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3603903,B07001_049,3055,3544,Staten Island,3903,Estimate!!Total:!!Moved from different county within same state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3603903,B07001_065,1263,1017,Staten Island,3903,Estimate!!Total:!!Moved from different state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3603903,B07001_081,550,826,Staten Island,3903,Estimate!!Total:!!Moved from abroad:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3603903,B25010_001,2.81,2.78,Staten Island,3903,Estimate!!Average household size --!!Total:,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3603903,B25010_002,2.94,3.01,Staten Island,3903,Estimate!!Average household size --!!Total:!!Owner occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3603903,B25010_003,2.64,2.49,Staten Island,3903,Estimate!!Average household size --!!Total:!!Renter occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604001,B05002_001,149379,162743,Brooklyn,4001,Estimate!!Total:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604001,B05002_003,74602,79910,Brooklyn,4001,Estimate!!Total:!!Native:!!Born in state of residence,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604001,B05002_004,31212,36607,Brooklyn,4001,Estimate!!Total:!!Native:!!Born in other state in the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604001,B05002_009,7915,8225,Brooklyn,4001,Estimate!!Total:!!Native:!!Born outside the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604001,B05002_013,35650,38001,Brooklyn,4001,Estimate!!Total:!!Foreign born:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604001,B07001_001,146741,159857,Brooklyn,4001,Estimate!!Total:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604001,B07001_017,130196,138942,Brooklyn,4001,Estimate!!Total:!!Same house 1 year ago:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604001,B07001_033,7956,10306,Brooklyn,4001,Estimate!!Total:!!Moved within same county:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604001,B07001_049,4736,5886,Brooklyn,4001,Estimate!!Total:!!Moved from different county within same state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604001,B07001_065,2544,2971,Brooklyn,4001,Estimate!!Total:!!Moved from different state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604001,B07001_081,1309,1752,Brooklyn,4001,Estimate!!Total:!!Moved from abroad:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604001,B25010_001,2.44,2.44,Brooklyn,4001,Estimate!!Average household size --!!Total:,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604001,B25010_002,2.61,2.7,Brooklyn,4001,Estimate!!Average household size --!!Total:!!Owner occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604001,B25010_003,2.41,2.39,Brooklyn,4001,Estimate!!Average household size --!!Total:!!Renter occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604002,B05002_001,138660,129193,Brooklyn,4002,Estimate!!Total:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604002,B05002_003,61871,57371,Brooklyn,4002,Estimate!!Total:!!Native:!!Born in state of residence,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604002,B05002_004,15362,22751,Brooklyn,4002,Estimate!!Total:!!Native:!!Born in other state in the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604002,B05002_009,11508,9325,Brooklyn,4002,Estimate!!Total:!!Native:!!Born outside the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604002,B05002_013,49919,39746,Brooklyn,4002,Estimate!!Total:!!Foreign born:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604002,B07001_001,137090,128004,Brooklyn,4002,Estimate!!Total:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604002,B07001_017,120043,112407,Brooklyn,4002,Estimate!!Total:!!Same house 1 year ago:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604002,B07001_033,10085,7743,Brooklyn,4002,Estimate!!Total:!!Moved within same county:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604002,B07001_049,3259,3860,Brooklyn,4002,Estimate!!Total:!!Moved from different county within same state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604002,B07001_065,2289,3102,Brooklyn,4002,Estimate!!Total:!!Moved from different state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604002,B07001_081,1414,892,Brooklyn,4002,Estimate!!Total:!!Moved from abroad:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604002,B25010_001,3.06,2.69,Brooklyn,4002,Estimate!!Average household size --!!Total:,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604002,B25010_002,3.41,3.21,Brooklyn,4002,Estimate!!Average household size --!!Total:!!Owner occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604002,B25010_003,3,2.61,Brooklyn,4002,Estimate!!Average household size --!!Total:!!Renter occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604003,B05002_001,137830,149313,Brooklyn,4003,Estimate!!Total:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604003,B05002_003,84613,86613,Brooklyn,4003,Estimate!!Total:!!Native:!!Born in state of residence,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604003,B05002_004,20285,29074,Brooklyn,4003,Estimate!!Total:!!Native:!!Born in other state in the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604003,B05002_009,5501,4547,Brooklyn,4003,Estimate!!Total:!!Native:!!Born outside the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604003,B05002_013,27431,29079,Brooklyn,4003,Estimate!!Total:!!Foreign born:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604003,B07001_001,135543,146903,Brooklyn,4003,Estimate!!Total:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604003,B07001_017,119771,130575,Brooklyn,4003,Estimate!!Total:!!Same house 1 year ago:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604003,B07001_033,9968,10035,Brooklyn,4003,Estimate!!Total:!!Moved within same county:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604003,B07001_049,2552,3393,Brooklyn,4003,Estimate!!Total:!!Moved from different county within same state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604003,B07001_065,2302,1806,Brooklyn,4003,Estimate!!Total:!!Moved from different state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604003,B07001_081,950,1094,Brooklyn,4003,Estimate!!Total:!!Moved from abroad:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604003,B25010_001,2.74,2.7,Brooklyn,4003,Estimate!!Average household size --!!Total:,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604003,B25010_002,3.2,3.31,Brooklyn,4003,Estimate!!Average household size --!!Total:!!Owner occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604003,B25010_003,2.61,2.53,Brooklyn,4003,Estimate!!Average household size --!!Total:!!Renter occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604004,B05002_001,129778,142235,Brooklyn,4004,Estimate!!Total:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604004,B05002_003,61839,66925,Brooklyn,4004,Estimate!!Total:!!Native:!!Born in state of residence,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604004,B05002_004,37110,43289,Brooklyn,4004,Estimate!!Total:!!Native:!!Born in other state in the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604004,B05002_009,5259,4550,Brooklyn,4004,Estimate!!Total:!!Native:!!Born outside the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604004,B05002_013,25570,27471,Brooklyn,4004,Estimate!!Total:!!Foreign born:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604004,B07001_001,127645,139944,Brooklyn,4004,Estimate!!Total:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604004,B07001_017,107570,115253,Brooklyn,4004,Estimate!!Total:!!Same house 1 year ago:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604004,B07001_033,8522,10283,Brooklyn,4004,Estimate!!Total:!!Moved within same county:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604004,B07001_049,5592,7525,Brooklyn,4004,Estimate!!Total:!!Moved from different county within same state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604004,B07001_065,4233,4909,Brooklyn,4004,Estimate!!Total:!!Moved from different state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604004,B07001_081,1728,1974,Brooklyn,4004,Estimate!!Total:!!Moved from abroad:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604004,B25010_001,2.2,2.18,Brooklyn,4004,Estimate!!Average household size --!!Total:,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604004,B25010_002,2.4,2.37,Brooklyn,4004,Estimate!!Average household size --!!Total:!!Owner occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604004,B25010_003,2.11,2.09,Brooklyn,4004,Estimate!!Average household size --!!Total:!!Renter occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604005,B05002_001,114833,117784,Brooklyn,4005,Estimate!!Total:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604005,B05002_003,56068,57604,Brooklyn,4005,Estimate!!Total:!!Native:!!Born in state of residence,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604005,B05002_004,33779,36349,Brooklyn,4005,Estimate!!Total:!!Native:!!Born in other state in the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604005,B05002_009,5121,4457,Brooklyn,4005,Estimate!!Total:!!Native:!!Born outside the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604005,B05002_013,19865,19374,Brooklyn,4005,Estimate!!Total:!!Foreign born:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604005,B07001_001,113260,115890,Brooklyn,4005,Estimate!!Total:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604005,B07001_017,94385,99281,Brooklyn,4005,Estimate!!Total:!!Same house 1 year ago:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604005,B07001_033,9679,8683,Brooklyn,4005,Estimate!!Total:!!Moved within same county:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604005,B07001_049,4192,4051,Brooklyn,4005,Estimate!!Total:!!Moved from different county within same state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604005,B07001_065,3375,2581,Brooklyn,4005,Estimate!!Total:!!Moved from different state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604005,B07001_081,1629,1294,Brooklyn,4005,Estimate!!Total:!!Moved from abroad:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604005,B25010_001,2.32,2.39,Brooklyn,4005,Estimate!!Average household size --!!Total:,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604005,B25010_002,2.67,2.67,Brooklyn,4005,Estimate!!Average household size --!!Total:!!Owner occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604005,B25010_003,2.13,2.21,Brooklyn,4005,Estimate!!Average household size --!!Total:!!Renter occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604006,B05002_001,123963,134083,Brooklyn,4006,Estimate!!Total:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604006,B05002_003,59308,66007,Brooklyn,4006,Estimate!!Total:!!Native:!!Born in state of residence,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604006,B05002_004,22723,28048,Brooklyn,4006,Estimate!!Total:!!Native:!!Born in other state in the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604006,B05002_009,3302,3809,Brooklyn,4006,Estimate!!Total:!!Native:!!Born outside the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604006,B05002_013,38630,36219,Brooklyn,4006,Estimate!!Total:!!Foreign born:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604006,B07001_001,122365,132595,Brooklyn,4006,Estimate!!Total:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604006,B07001_017,109611,116323,Brooklyn,4006,Estimate!!Total:!!Same house 1 year ago:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604006,B07001_033,7120,8922,Brooklyn,4006,Estimate!!Total:!!Moved within same county:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604006,B07001_049,2769,3912,Brooklyn,4006,Estimate!!Total:!!Moved from different county within same state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604006,B07001_065,2011,2363,Brooklyn,4006,Estimate!!Total:!!Moved from different state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604006,B07001_081,854,1075,Brooklyn,4006,Estimate!!Total:!!Moved from abroad:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604006,B25010_001,2.38,2.35,Brooklyn,4006,Estimate!!Average household size --!!Total:,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604006,B25010_002,2.79,2.86,Brooklyn,4006,Estimate!!Average household size --!!Total:!!Owner occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604006,B25010_003,2.29,2.23,Brooklyn,4006,Estimate!!Average household size --!!Total:!!Renter occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604007,B05002_001,124182,116334,Brooklyn,4007,Estimate!!Total:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604007,B05002_003,73870,69510,Brooklyn,4007,Estimate!!Total:!!Native:!!Born in state of residence,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604007,B05002_004,9408,9827,Brooklyn,4007,Estimate!!Total:!!Native:!!Born in other state in the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604007,B05002_009,3740,3799,Brooklyn,4007,Estimate!!Total:!!Native:!!Born outside the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604007,B05002_013,37164,33198,Brooklyn,4007,Estimate!!Total:!!Foreign born:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604007,B07001_001,122156,114742,Brooklyn,4007,Estimate!!Total:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604007,B07001_017,111656,104964,Brooklyn,4007,Estimate!!Total:!!Same house 1 year ago:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604007,B07001_033,7342,6092,Brooklyn,4007,Estimate!!Total:!!Moved within same county:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604007,B07001_049,2038,2431,Brooklyn,4007,Estimate!!Total:!!Moved from different county within same state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604007,B07001_065,694,842,Brooklyn,4007,Estimate!!Total:!!Moved from different state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604007,B07001_081,426,413,Brooklyn,4007,Estimate!!Total:!!Moved from abroad:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604007,B25010_001,2.77,2.34,Brooklyn,4007,Estimate!!Average household size --!!Total:,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604007,B25010_002,3.03,2.95,Brooklyn,4007,Estimate!!Average household size --!!Total:!!Owner occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604007,B25010_003,2.72,2.21,Brooklyn,4007,Estimate!!Average household size --!!Total:!!Renter occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604008,B05002_001,151192,161273,Brooklyn,4008,Estimate!!Total:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604008,B05002_003,82322,88311,Brooklyn,4008,Estimate!!Total:!!Native:!!Born in state of residence,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604008,B05002_004,9373,8269,Brooklyn,4008,Estimate!!Total:!!Native:!!Born in other state in the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604008,B05002_009,7161,7919,Brooklyn,4008,Estimate!!Total:!!Native:!!Born outside the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604008,B05002_013,52336,56774,Brooklyn,4008,Estimate!!Total:!!Foreign born:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604008,B07001_001,149154,158903,Brooklyn,4008,Estimate!!Total:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604008,B07001_017,139087,151669,Brooklyn,4008,Estimate!!Total:!!Same house 1 year ago:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604008,B07001_033,6500,4576,Brooklyn,4008,Estimate!!Total:!!Moved within same county:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604008,B07001_049,1734,1446,Brooklyn,4008,Estimate!!Total:!!Moved from different county within same state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604008,B07001_065,954,629,Brooklyn,4008,Estimate!!Total:!!Moved from different state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604008,B07001_081,879,583,Brooklyn,4008,Estimate!!Total:!!Moved from abroad:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604008,B25010_001,2.91,2.8,Brooklyn,4008,Estimate!!Average household size --!!Total:,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604008,B25010_002,3.38,3.33,Brooklyn,4008,Estimate!!Average household size --!!Total:!!Owner occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604008,B25010_003,2.78,2.62,Brooklyn,4008,Estimate!!Average household size --!!Total:!!Renter occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604009,B05002_001,208494,205631,Brooklyn,4009,Estimate!!Total:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604009,B05002_003,109632,110669,Brooklyn,4009,Estimate!!Total:!!Native:!!Born in state of residence,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604009,B05002_004,9362,6675,Brooklyn,4009,Estimate!!Total:!!Native:!!Born in other state in the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604009,B05002_009,3653,5233,Brooklyn,4009,Estimate!!Total:!!Native:!!Born outside the United States:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604009,B05002_013,85847,83054,Brooklyn,4009,Estimate!!Total:!!Foreign born:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
3604009,B07001_001,206472,203694,Brooklyn,4009,Estimate!!Total:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604009,B07001_017,194440,193489,Brooklyn,4009,Estimate!!Total:!!Same house 1 year ago:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604009,B07001_033,8570,7877,Brooklyn,4009,Estimate!!Total:!!Moved within same county:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604009,B07001_049,1228,943,Brooklyn,4009,Estimate!!Total:!!Moved from different county within same state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604009,B07001_065,1018,627,Brooklyn,4009,Estimate!!Total:!!Moved from different state:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604009,B07001_081,1216,758,Brooklyn,4009,Estimate!!Total:!!Moved from abroad:,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR CURRENT RESIDENCE IN THE UNITED STATES
3604009,B25010_001,3.02,2.97,Brooklyn,4009,Estimate!!Average household size --!!Total:,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604009,B25010_002,3.27,3.16,Brooklyn,4009,Estimate!!Average household size --!!Total:!!Owner occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604009,B25010_003,2.69,2.71,Brooklyn,4009,Estimate!!Average household size --!!Total:!!Renter occupied,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE
3604010,B05002_001,135757,134970,Brooklyn,4010,Estimate!!Total:,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS
